Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG
365,Larson,br BRA,MF,Palmeiras,19,2005,2,1,73,0.8,0,0,0,0,0,0,1,0,0,5,2,0,0,0,3,,,0
366,Joaquín Lavega,uy URU,FW,Fluminense,19,2005,2,0,67,0.7,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,,,0
367,Leandrinho,br BRA,DF,Vasco da Gama,19,2005,2,0,57,0.6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,,,0
368,Helton Leite,br BRA,GK,Fortaleza,34,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0
369,Lelê,br BRA,FW,Ceará,27,1997,7,0,110,1.2,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,,,0
370,Mauricio Lemos,uy URU,DF,Vasco da Gama,29,1995,4,3,243,2.7,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,,,0
371,Rubén Lezcano,py PAR,MF,Fluminense,20,2004,4,0,57,0.6,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,,,0
372,Lima,br BRA,MF,Fluminense,28,1996,28,12,1094,12.2,2,1,3,2,0,0,3,0,0,20,31,1,13,10,9,,,0
373,Lucas Lima,br BRA,MF,Sport Recife,34,1990,33,30,2550,28.3,3,7,10,2,1,1,11,0,0,30,50,10,204,6,24,,,0
374,Lucas Lima,br BRA,MF,Ceará,24,2000,11,1,127,1.4,0,0,0,0,0,0,0,0,0,1,3,0,0,2,6,,,0
375,Leonardo Linck,br BRA,GK,Botafogo–RJ,23,2001,17,16,1486,16.5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,,,0
376,Kauan Lindes,br BRA,MF,Botafogo–RJ,21,2003,1,0,31,0.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,0
377,Samuel Lino,br BRA,MF,Flamengo,25,1999,21,19,1394,15.5,4,5,9,4,0,0,1,0,0,14,19,2,49,4,16,,,0
378,Lenny Lobato,br BRA,MFFW,Sport Recife,23,2001,7,2,244,2.7,0,0,0,0,0,0,0,0,0,3,2,1,7,1,1,,,0
379,David Loiola,br BRA,DF,Botafogo–RJ,22,2002,22,20,1830,20.3,1,1,2,1,0,0,3,2,0,24,17,1,3,21,12,,,0
380,Marcelo Lomba,br BRA,GK,Palmeiras,38,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
381,Felipe Longo,br BRA,GK,Corinthians,19,2005,6,6,540,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0
382,Guilherme Lopes,br BRA,DF,RB Bragantino,22,2002,11,7,640,7.1,1,1,2,1,0,0,2,0,0,7,4,0,26,3,9,,,1
383,Flaco López,ar ARG,FWMF,Palmeiras,24,2000,33,22,1999,22.2,12,2,14,10,2,2,5,0,0,53,55,7,16,6,20,,,0
384,Renzo López,uy URU,FW,Vitória,30,1994,23,5,651,7.2,1,0,1,1,0,0,4,0,0,28,21,6,3,1,6,,,0
385,Lourenço,br BRA,MF,Ceará,27,1997,33,15,1386,15.4,2,1,3,2,0,1,4,0,0,30,21,1,45,19,13,,,0
386,Lucão,br BRA,GK,RB Bragantino,23,2001,4,4,360,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0
387,Ayrton Lucas,br BRA,DF,Flamengo,27,1997,18,13,1231,13.7,2,0,2,2,0,0,5,0,0,23,20,0,38,9,28,,,0
388,Jean Lucas,br BRA,MF,Bahia,26,1998,34,33,2674,29.7,3,1,4,3,0,0,3,2,0,43,29,2,26,13,41,,,0
389,João Lucas,br BRA,DF,Grêmio,26,1998,10,5,506,5.6,0,0,0,0,0,0,1,0,0,11,8,0,15,8,11,,,0
390,Zé Lucas,br BRA,MF,Sport Recife,16,2008,24,21,1596,17.7,0,0,0,0,0,0,4,0,0,29,24,2,6,28,28,,,0
391,Lucca,br BRA,FW,Ceará,21,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,0
392,Lucca,br BRA,FW,Internacional,21,2003,4,1,161,1.8,0,0,0,0,0,0,0,0,0,3,6,0,0,0,1,,,0
393,Luciano,br BRA,FWMF,São Paulo,31,1993,32,24,2105,23.4,9,4,13,8,1,2,10,0,0,32,43,6,8,11,16,,,0
394,Lucio,br BRA,MF,Flamengo,17,2007,1,1,68,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,0
395,Luighi,br BRA,MFFW,Palmeiras,18,2006,11,2,339,3.8,1,0,1,1,0,0,1,0,0,10,9,2,4,1,3,,,0
396,José Luis Rodríguez,uy URU,DF,Vasco da Gama,27,1997,25,15,1446,16.1,2,2,4,2,0,0,0,0,0,10,8,0,65,12,11,,,0
397,Victor Luis,br BRA,MFDF,Vasco da Gama,31,1993,7,2,273,3.0,0,0,0,0,0,0,0,1,0,4,5,0,11,2,1,,,1
398,Luisão,br BRA,DF,Santos,21,2003,6,5,438,4.9,0,0,0,0,0,0,2,0,0,3,4,0,2,3,3,,,0
399,David Luiz,br BRA,DF,Fortaleza,37,1987,7,4,399,4.4,0,0,0,0,0,0,2,0,0,7,2,0,0,6,4,,,0
400,Guilherme Luiz,br BRA,FW,Ceará,19,2005,7,0,148,1.6,0,1,1,0,0,0,1,0,0,5,7,0,0,1,3,,,0
401,Lyanco,br BRA,DF,Atlético Mineiro,27,1997,17,17,1410,15.7,0,0,0,0,0,0,10,2,2,29,21,2,1,32,19,,,0
402,Everton Maceió,br BRA,MF,Mirassol,21,2003,6,1,147,1.6,0,0,0,0,0,0,0,0,0,3,3,1,4,0,1,,,0
403,Willian Machado,br BRA,DF,Ceará,28,1996,36,36,3219,35.8,0,1,1,0,0,0,7,0,0,25,19,1,7,29,29,,,1
404,Talles Magno,br BRA,MFFW,Corinthians,22,2002,24,10,961,10.7,1,1,2,1,0,0,2,0,0,22,37,9,3,5,17,,,0
405,Magrão,br BRA,GK,Fortaleza,24,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,0
406,Gustavo Maia,br BRA,FW,Sport Recife,24,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0
407,Pablo Maia,br BRA,MF,São Paulo,23,2002,25,17,1471,16.3,1,0,1,1,0,0,4,0,0,30,28,0,2,4,20,,,0
408,Thiago Maia,br BRA,MF,Internacional,27,1997,31,25,1980,22.0,2,1,3,2,0,0,3,0,0,24,11,0,10,32,25,,,0
409,Maik,br BRA,MFDF,São Paulo,20,2005,9,8,607,6.7,2,2,4,2,0,0,3,0,0,10,7,0,22,9,16,,,0
410,Mailton,br BRA,MF,São Paulo,26,1998,8,3,388,4.3,0,0,0,0,0,0,1,0,0,9,10,0,33,4,2,,,0
411,Léo Mana,br BRA,DF,Corinthians,20,2004,4,3,225,2.5,0,0,0,0,0,0,0,0,0,1,0,1,3,3,2,,,0
412,Gustavo Mancha,br BRA,DF,Fortaleza,20,2004,13,13,1029,11.4,0,0,0,0,0,0,2,1,0,5,8,0,1,13,12,,,0
413,Eros Mancuso,ar ARG,DF,Fortaleza,25,1999,30,27,2377,26.4,1,3,4,1,0,0,6,0,0,32,29,2,63,23,35,,,0
414,Luis Mandaca,br BRA,MFFW,Juventude,23,2001,32,29,2445,27.2,2,1,3,2,0,0,7,1,1,61,49,4,23,23,37,,,0
415,Manoel,br BRA,DF,Fluminense,34,1990,5,4,345,3.8,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,,,0
416,Elias Manoel,br BRA,FW,Botafogo–RJ,23,2001,2,0,27,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,0
417,Fernando Marçal,br BRA,DF,Botafogo–RJ,35,1989,15,11,1009,11.2,5,0,5,5,0,0,5,0,0,20,10,0,7,12,12,,,0
418,Marcão,br BRA,GK,Juventude,32,1992,6,5,495,5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0
419,João Marcelo,br BRA,DF,Cruzeiro,24,2000,4,2,226,2.5,0,0,0,0,0,0,0,0,0,3,1,0,0,7,4,,,0
420,João Marcelo,br BRA,FW,Atlético Mineiro,19,2005,7,0,68,0.8,1,1,2,1,0,0,0,0,0,3,0,2,0,0,2,,,0
421,Zé Marcos,br BRA,DF,Vitória,26,1998,28,26,2426,27.0,1,1,2,1,0,0,6,0,0,23,20,2,4,18,16,,,0
422,Marinho,br BRA,FWMF,Fortaleza,34,1990,17,8,710,7.9,1,2,3,1,0,0,3,1,0,25,25,11,33,6,7,,,0
423,Marlon,br BRA,DF,Cruzeiro,27,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
424,Marlon,br BRA,FW,Juventude,20,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0
425,Marlon,br BRA,DF,Grêmio,27,1997,31,31,2765,30.7,1,2,3,1,0,0,8,0,0,38,42,1,156,41,49,,,0
426,Gustavo Marques,br BRA,DF,RB Bragantino,23,2001,14,9,900,10.0,1,0,1,1,0,0,2,0,0,13,9,0,1,15,13,,,0
427,Igor Marques,br BRA,MFDF,Juventude,26,1999,19,15,1424,15.8,2,2,4,2,0,0,1,1,0,25,14,1,64,31,32,,,0
428,Lucca Marques,br BRA,MF,São Paulo,17,2007,8,2,318,3.5,0,0,0,0,0,0,1,0,0,9,12,1,10,0,4,,,0
429,Renato Marques,br BRA,FW,Mirassol,21,2003,7,3,261,2.9,1,0,1,1,0,0,1,0,0,2,4,2,2,0,2,,,0
430,Marquinhos,br BRA,MF,Cruzeiro,21,2003,17,2,384,4.3,0,0,0,0,0,0,1,0,0,4,8,0,20,8,6,,,0
431,Marquinhos,br BRA,DF,Botafogo–RJ,17,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
432,Juan Martín Lucero,ar ARG,FW,Fortaleza,33,1991,27,16,1409,15.7,3,1,4,3,0,1,6,0,0,42,17,9,4,2,6,,,0
433,Martinelli,br BRA,MF,Fluminense,23,2001,33,32,2721,30.2,3,2,5,3,0,0,6,0,0,58,38,1,5,20,30,,,0
434,Alejandro Martínez,ar ARG,FWMF,Ceará,27,1997,2,0,49,0.5,0,1,1,0,0,0,0,0,0,2,1,0,2,1,1,,,0
435,Emiliano Martínez,uy URU,MFDF,Palmeiras,25,1999,25,17,1516,16.8,1,0,1,1,0,0,3,0,0,23,12,0,2,16,22,,,0
436,Emmanuel Martínez,ar ARG,MF,Fortaleza,30,1994,14,8,741,8.2,1,1,2,1,0,0,6,0,0,18,13,1,17,6,10,,,0
437,Adriano Martins,br BRA,DF,Juventude,27,1997,5,5,360,4.0,0,0,0,0,0,0,1,0,0,3,1,1,0,6,3,,,0
438,Andre Martins,br BRA,FW,Grêmio,23,2001,25,6,793,8.8,5,2,7,5,0,0,3,0,0,13,15,2,1,3,10,,,0
439,Matheus Martins,br BRA,MF,Botafogo–RJ,21,2003,15,6,654,7.3,1,0,1,1,0,0,3,0,0,11,15,0,15,4,11,,,0
440,Gustavo Martins Santos,br BRA,DF,Grêmio,22,2002,19,15,1320,14.7,2,0,2,2,0,0,4,0,0,22,2,1,2,12,18,,,0
441,Gonzalo Mastriani,uy URU,FW,Botafogo–RJ,31,1993,12,3,288,3.2,1,0,1,1,0,0,1,0,0,8,3,3,0,2,1,,,0
442,Matheusinho,br BRA,MFFW,Sport Recife,26,1998,25,22,1653,18.4,2,2,4,2,0,0,1,1,0,15,35,2,42,21,14,,,0
443,Matheusinho,br BRA,MF,Vitória,27,1997,29,18,1768,19.6,4,1,5,2,2,2,5,1,0,17,62,2,63,11,17,,,0
444,Matheuzinho,br BRA,DFMF,Corinthians,24,2000,31,28,2632,29.2,2,3,5,2,0,0,12,0,0,30,27,1,104,35,40,,,0
445,Ricardo Mathias,br BRA,FW,Internacional,18,2006,22,7,809,9.0,5,1,6,5,0,0,1,0,0,18,9,4,6,0,5,,,1
446,Mauricio,py PAR,MFFW,Palmeiras,23,2001,29,18,1598,17.8,3,7,10,3,0,0,1,0,0,14,24,8,33,13,10,,,0
447,Maycon,br BRA,MF,Corinthians,27,1997,25,16,1491,16.6,3,0,3,2,1,1,4,0,0,14,6,0,24,9,17,,,0
448,Mayke,br BRA,DF,Santos,32,1992,12,9,821,9.1,0,0,0,0,0,0,3,0,0,12,7,0,19,8,12,,,0
449,Mayke,br BRA,DFMF,Palmeiras,32,1992,3,3,211,2.3,0,0,0,0,0,0,1,0,0,10,2,1,11,1,4,,,0
450,Luca Meirelles,br BRA,DF,Santos,17,2007,7,0,89,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,,0
451,Arthur Melo,br BRA,MF,Grêmio,28,1996,13,13,1082,12.0,0,0,0,0,0,0,3,1,0,17,41,1,6,6,18,,,0
452,Memphis,nl NED,FW,Corinthians,30,1994,23,17,1544,17.2,6,3,9,5,1,2,4,0,0,21,31,2,67,2,2,,,0
453,Nathan Mendes,br BRA,DF,RB Bragantino,22,2002,19,12,1158,12.9,0,1,1,0,0,0,3,0,0,12,20,3,19,12,11,,,0
454,Thiago Mendes,br BRA,MF,Vasco da Gama,32,1992,8,3,300,3.3,0,0,0,0,0,0,1,0,0,5,4,0,0,4,1,,,0
455,Vinicius Mendonça,br BRA,MF,RB Bragantino,20,2004,23,11,1039,11.5,0,3,3,0,0,0,2,0,0,16,39,4,19,6,16,,,0
456,Jean Meneses,cl CHI,FWMF,Vasco da Gama,31,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0
457,Ramon Menezes Roma,br BRA,DF,Sport Recife,29,1995,23,22,1876,20.8,1,0,1,1,0,0,6,1,1,20,9,1,0,25,14,,,0
458,Gabriel Menino,br BRA,MFDF,Atlético Mineiro,24,2000,23,9,889,9.9,1,1,2,1,0,0,1,0,0,14,15,1,23,9,8,,,0
459,Gabriel Mercado,ar ARG,DF,Internacional,37,1987,14,13,1195,13.3,1,0,1,1,0,0,4,0,0,16,9,0,0,13,10,,,0
460,Micael,br BRA,DF,Palmeiras,24,2000,16,15,1295,14.4,0,1,1,0,0,0,4,0,0,27,2,0,2,10,16,,,0
461,Michael,br BRA,MF,Flamengo,28,1996,15,6,621,6.9,1,3,4,1,0,0,0,0,0,2,6,1,18,1,4,,,0
462,Carlos Miguel,br BRA,GK,Palmeiras,26,1998,9,9,810,9.0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,,,0
463,Fernando Miguel,br BRA,GK,Ceará,39,1985,8,7,657,7.3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,0
464,Moises,br BRA,MFFW,Fortaleza,28,1996,12,3,385,4.3,0,1,1,0,0,0,1,0,0,2,2,2,0,1,3,,,0
465,Miguel Monsalve,co COL,MFFW,Grêmio,20,2004,9,2,297,3.3,0,1,1,0,0,0,2,0,0,9,8,0,14,0,5,,,0
466,Álvaro Montoro,ar ARG,MF,Botafogo–RJ,17,2007,16,10,936,10.4,3,3,6,3,0,0,3,0,0,10,12,0,13,13,16,,,0
467,Kauã Moraes,br BRA,DF,Cruzeiro,18,2006,5,2,197,2.2,0,0,0,0,0,0,0,0,0,5,6,0,15,4,3,,,0
468,Aníbal Moreno,ar ARG,MF,Palmeiras,25,1999,28,19,1805,20.1,0,1,1,0,0,0,9,0,0,22,10,0,13,28,31,,,0
469,Santiago Moreno,co COL,MF,Fluminense,24,2000,5,2,154,1.7,0,0,0,0,0,0,2,0,0,6,2,0,8,2,0,,,0
470,Henry Mosquera,co COL,MF,RB Bragantino,23,2001,17,8,771,8.6,0,0,0,0,0,0,0,0,0,13,8,3,25,4,7,,,0
471,Hugo Moura,br BRA,MFDF,Vasco da Gama,27,1998,33,28,2411,26.8,0,1,1,0,0,0,6,2,0,46,14,0,8,28,31,,,1
472,Lucas Moura,br BRA,FWMF,São Paulo,32,1992,11,4,451,5.0,2,0,2,1,1,1,0,0,0,6,14,1,2,3,2,,,0
473,Neto Moura,br BRA,MF,Mirassol,28,1996,34,31,2428,27.0,1,0,1,1,0,0,10,0,0,38,24,0,5,38,50,,,0
474,Lucas Mugni,ar ARG,MF,Ceará,33,1992,33,22,1714,19.0,2,6,8,2,0,0,5,0,0,30,18,3,137,8,40,,,0
475,Alex Muralha,br BRA,GK,Mirassol,35,1989,7,7,630,7.0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,,,0
476,Bruno Nascimento,br BRA,FW,Palmeiras,27,1997,10,4,341,3.8,2,0,2,2,0,0,0,0,0,4,9,3,1,0,0,,,0
477,Nata,br BRA,DF,Juventude,23,2001,2,1,94,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,,,0
478,Natanael,br BRA,DFMF,Atlético Mineiro,23,2002,34,24,2142,23.8,1,0,1,1,0,0,2,0,0,23,23,7,50,23,36,,,0
479,Nathan,br BRA,DF,Internacional,23,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,0
480,Nathan,br BRA,MF,Grêmio,28,1996,2,1,90,1.0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,,,0
481,Kaiky Naves,br BRA,DF,Palmeiras,22,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0
482,Gui Negão,br BRA,FWMF,Corinthians,17,2007,22,12,945,10.5,3,1,4,3,0,0,3,0,0,27,23,2,6,5,4,,,0
483,Felipe Negrucci,br BRA,DF,São Paulo,20,2004,5,2,226,2.5,0,0,0,0,0,0,0,0,0,3,2,0,0,1,2,,,0
484,Negueba,br BRA,FWMF,Mirassol,25,1999,33,27,2157,24.0,7,3,10,7,0,0,3,0,0,17,54,5,87,12,18,,,0
485,Edison Negueba,br BRA,FW,Juventude,24,2000,5,0,107,1.2,1,0,1,1,0,0,0,0,0,0,1,0,4,1,2,,,0
486,Nenê,br BRA,FWMF,Juventude,43,1981,25,12,1009,11.2,3,4,7,1,2,2,3,0,0,10,35,1,88,2,5,,,0
487,Neris,br BRA,DF,Vitória,32,1992,10,6,534,5.9,0,0,0,0,0,0,1,1,0,14,4,2,0,6,2,,,0
488,Rodrigo Nestor,br BRA,MFFW,Bahia,24,2000,22,8,875,9.7,5,0,5,5,0,0,5,0,0,18,17,2,33,4,16,,,0
489,Neto,br BRA,GK,Botafogo–RJ,35,1989,3,3,224,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
490,Newton,br BRA,MF,Botafogo–RJ,24,2000,25,16,1494,16.6,1,0,1,1,0,0,5,0,0,43,8,1,7,19,21,,,0
491,Neymar,br BRA,FWMF,Santos,32,1992,20,17,1528,17.0,8,1,9,6,2,2,8,1,1,21,68,4,66,3,2,,,0
492,Nicolas,br BRA,DF,Ceará,27,1997,13,6,593,6.6,0,0,0,0,0,0,1,0,0,10,9,0,45,7,5,,,0
493,Nicolas,br BRA,DF,São Paulo,17,2007,1,0,45,0.5,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,,,0
494,Saúl Ñíguez,es ESP,MF,Flamengo,30,1994,16,12,1156,12.8,0,2,2,0,0,0,3,0,0,30,5,0,11,17,24,,,0
495,Nonato,br BRA,MF,Fluminense,26,1998,20,8,914,10.2,2,1,3,2,0,0,4,0,0,19,15,0,4,9,15,,,0
496,Erick Noriega,pe PER,DFMF,Grêmio,23,2001,14,14,1184,13.2,0,0,0,0,0,0,3,0,0,16,10,0,3,12,7,,,0
497,Lucas Oliveira,br BRA,DF,Vasco da Gama,28,1996,8,2,259,2.9,0,0,0,0,0,0,1,0,0,3,1,0,0,11,4,,,0
498,Sérgio Oliveira,pt POR,MF,Sport Recife,32,1992,19,10,997,11.1,1,1,2,1,0,0,5,0,0,16,12,0,59,5,19,,,0
499,Cauly Oliveira Souza,br BRA,FWMF,Bahia,29,1995,29,7,910,10.1,1,3,4,1,0,0,2,0,0,12,9,0,23,6,4,,,0
500,Cristian Olivera,uy URU,MFFW,Grêmio,22,2002,22,15,1285,14.3,2,0,2,2,0,0,3,0,0,25,33,3,33,3,24,,,0
501,Christian Ortiz,ar ARG,FWMF,Sport Recife,32,1992,6,0,178,2.0,0,0,0,0,0,0,0,0,0,4,1,1,5,2,2,,,0
502,Leo Ortiz,br BRA,DF,Flamengo,29,1996,26,26,2203,24.5,1,2,3,1,0,0,4,0,0,19,5,1,5,18,20,,,0
503,Oscar,br BRA,MFFW,São Paulo,33,1991,6,5,345,3.8,0,0,0,0,0,0,1,0,0,3,3,0,26,7,2,,,0
504,Osvaldo,br BRA,MF,Vitória,37,1987,27,11,996,11.1,0,2,2,0,0,0,3,0,0,6,20,3,68,8,5,,,0
505,Otávio,br BRA,MF,Fluminense,30,1994,6,2,217,2.4,0,0,0,0,0,0,0,0,0,5,8,0,1,5,2,,,0
506,Luis Otávio,br BRA,MF,Internacional,17,2007,20,7,770,8.6,0,0,0,0,0,0,2,0,0,7,17,1,0,11,21,,,0
507,Luiz Otávio,br BRA,DF,Mirassol,32,1992,5,1,165,1.8,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,,,0
508,João Othavio Basso,br BRA,DF,Santos,28,1997,6,6,518,5.8,1,0,1,1,0,0,2,0,0,10,6,0,0,5,4,,,0
509,Pablo,br BRA,DF,Internacional,18,2006,1,0,20,0.2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,,,0
510,Pablo,br BRA,FW,Sport Recife,32,1992,21,13,1055,11.7,3,1,4,3,0,0,1,0,0,17,19,8,3,2,6,,,0
511,Ruan Pablo,br BRA,FW,Bahia,16,2008,5,0,51,0.6,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,,,0
512,Bruno Pacheco,br BRA,DF,Fortaleza,33,1991,15,15,1261,14.0,1,1,2,1,0,0,5,0,0,16,27,1,16,12,20,,,1
513,Luis Pacheco,br BRA,MF,Palmeiras,16,2008,2,0,18,0.2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,0
514,Gonçalo Paciência,pt POR,FW,Sport Recife,30,1994,6,3,196,2.2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,,,0
515,Brahian Palacios,co COL,MF,Atlético Mineiro,22,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
516,Sergio Palacios,co COL,DF,RB Bragantino,19,2005,2,1,71,0.8,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,,,0
517,Kaio Pantaleão,br BRA,DF,Botafogo–RJ,29,1995,11,11,933,10.4,0,0,0,0,0,0,2,1,1,12,10,1,1,17,8,,,0
518,Rayan Passaglia Lelis,br BRA,MF,Cruzeiro,18,2007,1,1,64,0.7,0,0,0,0,0,0,1,0,0,2,0,1,1,1,1,,,0
519,Alan Patrick,br BRA,MFFW,Internacional,33,1991,30,30,2506,27.8,11,7,18,5,6,7,6,0,0,26,44,6,138,4,19,,,0
520,Patryck,br BRA,MFDF,São Paulo,22,2003,5,3,309,3.4,0,0,0,0,0,0,1,0,0,4,3,0,20,3,3,,,0
521,Patrick de Paula,br BRA,MF,Botafogo–RJ,25,1999,6,4,284,3.2,0,0,0,0,0,0,0,0,0,4,5,0,2,4,3,,,0
522,Paulinho,br BRA,MF,Palmeiras,24,2000,7,1,224,2.5,0,0,0,0,0,0,0,0,0,1,2,1,5,0,1,,,0
523,Paulinho,br BRA,MF,Vasco da Gama,28,1997,11,4,310,3.4,0,0,0,0,0,0,2,0,0,13,11,0,4,3,3,,,0
524,Caio Paulista,br BRA,MFDF,Atlético Mineiro,26,1998,20,10,885,9.8,0,0,0,0,0,0,2,0,0,13,7,1,23,10,9,,,0
525,Marcos Paulo,br BRA,DF,Juventude,22,2003,19,16,1367,15.2,0,0,0,0,0,0,8,1,1,27,5,1,0,11,16,,,1
526,Cristian Pavón,ar ARG,MF,Grêmio,29,1996,28,14,1373,15.3,0,7,7,0,0,0,6,0,0,12,17,3,93,18,18,,,0
527,Dimitri Payet,fr FRA,MF,Vasco da Gama,37,1987,4,2,191,2.1,0,2,2,0,0,0,0,0,0,2,7,0,13,2,3,,,0
528,Pedrinho,br BRA,MF,São Paulo,17,2007,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0
529,Pedro,br BRA,FW,Flamengo,27,1997,21,13,1047,11.6,12,6,18,11,1,2,3,0,0,14,18,2,4,6,6,,,0
530,João Pedro Chermont,br BRA,DF,Santos,19,2006,5,2,249,2.8,0,0,0,0,0,0,3,0,0,9,1,2,12,3,8,,,0
531,João Pedro,br BRA,DF,Corinthians,21,2003,16,13,1242,13.8,0,1,1,0,0,0,4,0,0,18,5,0,1,12,15,,,0
532,João Pedro,br BRA,DF,Grêmio,28,1996,7,6,454,5.0,0,0,0,0,0,0,0,0,0,8,1,1,8,3,7,,,0
533,João Pedro Pepê,br BRA,MF,Vitória,27,1998,14,6,654,7.3,0,0,0,0,0,0,3,1,0,22,19,0,11,9,16,,,0
534,Peixoto,br BRA,MFDF,Juventude,27,1997,13,8,733,8.1,1,0,1,1,0,0,1,0,0,22,9,0,7,9,11,,,0
535,Andreas Pereira,br BRA,MF,Palmeiras,29,1996,15,11,1005,11.2,2,0,2,2,0,0,4,1,0,17,14,0,87,6,7,,,0
536,Léo Pereira,br BRA,DF,Flamengo,29,1996,34,33,2953,32.8,4,0,4,4,0,0,6,0,0,22,13,0,14,27,17,,,0
537,Matheus Pereira,br BRA,MF,Cruzeiro,28,1996,34,32,2793,31.0,7,7,14,7,0,0,7,0,0,35,111,7,175,14,32,,,0
538,Luan Peres Petroni,br BRA,DF,Santos,30,1994,24,23,2051,22.8,0,0,0,0,0,0,6,0,0,29,14,1,7,23,16,,,0
539,Pernambuco,br BRA,MF,Juventude,26,1998,3,0,57,0.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,,,0
540,Petterson,br BRA,MF,Juventude,21,2004,2,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,0
541,Pierre,br BRA,MF,Fortaleza,22,2002,13,10,839,9.3,0,0,0,0,0,0,2,0,0,13,8,0,24,16,11,,,0
542,Yago Pikachu,br BRA,MFFW,Fortaleza,32,1992,31,14,1389,15.4,2,1,3,0,2,2,2,0,0,16,21,4,61,4,7,,,0
543,Joaquín Piquerez,uy URU,DFMF,Palmeiras,26,1998,30,28,2456,27.3,3,1,4,1,2,3,2,2,0,12,18,0,125,26,32,,,1
544,Rafael Pires,br BRA,GK,São Paulo,35,1989,35,35,3150,35.0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,1,,,0
545,Lucas Piton,br BRA,DF,Vasco da Gama,24,2000,30,29,2545,28.3,1,7,8,1,0,0,5,0,0,46,12,3,139,32,24,,,0
546,Isidro Pitta,py PAR,FW,RB Bragantino,25,1999,24,10,1093,12.1,7,2,9,7,0,0,6,0,0,21,14,13,11,0,3,,,0
547,Diego Pituca,br BRA,MF,Santos,32,1992,10,4,392,4.4,1,0,1,1,0,0,2,0,0,6,7,0,6,3,4,,,0
548,Gonzalo Plata,ec ECU,MFFW,Flamengo,24,2000,28,14,1350,15.0,4,1,5,4,0,0,0,1,0,21,15,2,17,4,17,,,0
549,Tomas Pochettino,ar ARG,MFFW,Fortaleza,28,1996,26,18,1537,17.1,3,4,7,3,0,0,3,0,0,11,13,4,115,24,21,,,0
550,Mateo Ponte,uy URU,DF,Botafogo–RJ,21,2003,21,4,676,7.5,2,0,2,2,0,0,3,0,0,13,7,2,30,13,12,,,0
551,Gustavo Prado,br BRA,MF,Internacional,19,2005,18,3,559,6.2,1,0,1,1,0,0,2,0,0,6,14,2,15,0,7,,,0
