Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,-9999
553,Bruno Praxedes,br BRA,MF,RB Bragantino,22,2002,4.4,3,0,0,10,14,0,15,3,4,,,0,Matches,5dd520a8
554,Lucca Prior,br BRA,MFFW,Fortaleza,20,2004,7.3,2,0,0,15,15,1,42,3,6,,,0,Matches,dbeca92a
555,Erick Pulga,br BRA,FWMF,Bahia,24,2000,18.7,3,0,0,23,47,6,45,17,22,,,0,Matches,56088230
556,Erick Pulgar,cl CHI,MF,Flamengo,31,1994,13.8,6,0,0,24,12,0,11,23,14,,,0,Matches,4611e028
557,Du Queiroz,br BRA,MF,Sport Recife,25,2000,6.8,0,0,0,12,0,0,7,4,6,,,0,Matches,8440b0cb
558,Igor Rabello,br BRA,DF,Fluminense,29,1995,1.6,2,1,1,5,0,0,0,2,1,,,0,Matches,48048864
559,Igor Rabello,br BRA,DF,Atlético Mineiro,29,1995,2.1,0,0,0,4,0,0,0,3,2,,,0,Matches,48048864
560,Zé Rafael,br BRA,MF,Santos,31,1993,20.6,6,0,0,41,52,1,5,13,45,,,0,Matches,634b1413
561,Rafinha,br BRA,DF,Sport Recife,18,2006,0.5,0,0,0,1,0,0,0,1,0,,,0,Matches,90c2b7c0
562,André Ramalho,br BRA,DF,Corinthians,32,1992,19.8,4,0,0,19,10,0,4,20,17,,,0,Matches,7483d9f9
563,Eric Ramires,br BRA,MF,RB Bragantino,24,2000,19.8,3,0,0,34,34,1,11,13,24,,,0,Matches,37faa4cb
564,Ramon,br BRA,DF,Internacional,23,2001,3.7,1,0,0,5,3,0,9,6,4,,,0,Matches,fdf88bc0
565,Ramon,br BRA,DFMF,Vitória,23,2001,18.0,4,0,0,34,17,3,62,17,26,,,0,Matches,fdf88bc0
566,Lucas Ramon,br BRA,DF,Mirassol,30,1994,28.9,7,0,0,29,54,5,108,54,44,,,0,Matches,58933a04
567,Chris Ramos,es ESP,FW,Botafogo–RJ,28,1997,8.0,1,1,0,18,17,3,1,4,6,,,0,Matches,44e07fac
568,Santi Ramos Mingo,ar ARG,DF,Bahia,23,2001,32.5,9,1,1,32,24,2,3,29,17,,,0,Matches,fe0a346d
569,Rafael Ramos,pt POR,DFMF,Ceará,30,1995,10.0,3,0,0,20,6,1,28,12,20,,,0,Matches,f8ddf51c
570,Raniele,br BRA,MFDF,Corinthians,28,1996,22.4,7,0,0,39,51,0,4,31,37,,,0,Matches,a025365f
571,Wellington Rato,br BRA,FWMF,Vitória,32,1992,2.4,0,0,0,3,3,0,9,1,1,,,0,Matches,598917cf
572,Pedro Raul,br BRA,FW,Ceará,28,1996,32.2,6,0,0,54,43,33,4,5,6,,,0,Matches,ed074559
573,Rayan,br BRA,MFFW,Vasco da Gama,18,2006,31.5,4,0,0,27,51,0,44,14,16,,,0,Matches,288647fc
574,Raykkonen,br BRA,FW,Internacional,16,2008,1.4,0,0,0,3,1,0,1,0,1,,,0,Matches,3114f93a
575,Reginaldo,br BRA,DF,Juventude,31,1993,13.0,1,0,0,7,11,2,59,10,9,,,0,Matches,b018b2b6
576,Reinaldo,br BRA,DF,Mirassol,35,1989,32.1,6,0,0,26,32,1,206,19,33,,,0,Matches,ab3edc87
577,Reinier,br BRA,FWMF,Atlético Mineiro,23,2002,3.7,2,0,0,6,4,0,2,2,4,,,0,Matches,6b21b7b5
578,Robert Renan,br BRA,DF,Vasco da Gama,21,2003,14.3,2,0,0,17,6,0,15,19,10,,,0,Matches,168a2e81
579,Cristian Renato,br BRA,FW,Mirassol,24,2000,15.0,2,0,0,23,14,1,1,2,6,,,0,Matches,349504e0
580,Renê,br BRA,DF,Fluminense,32,1992,26.2,3,0,0,22,28,0,83,46,36,,,0,Matches,d000ffc7
581,Rezende,br BRA,MFDF,Bahia,30,1995,6.4,0,0,0,9,9,0,0,7,8,,,0,Matches,dfddb0f9
582,Murilo Rhikman,br BRA,MF,Cruzeiro,18,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,9e91b234
583,Everton Ribeiro,br BRA,MF,Bahia,35,1989,21.4,5,1,1,21,49,0,74,13,21,,,0,Matches,68fb50a2
584,Ricardo,br BRA,MF,Vitória,30,1994,9.8,3,0,0,29,11,1,4,9,9,,,0,Matches,2a5cdcd1
585,João Ricardo Riedi,br BRA,GK,Fortaleza,36,1988,14.0,1,0,0,1,2,0,0,0,0,,,1,Matches,4729d71a
586,Richard,br BRA,MF,Internacional,30,1994,3.1,0,0,0,5,5,0,0,8,4,,,0,Matches,e90aa5da
587,Richardson,br BRA,MF,Ceará,33,1991,8.8,4,0,0,11,9,0,1,3,10,,,0,Matches,ef6b8a6b
588,Charles Rigon Matos,br BRA,MFDF,Corinthians,28,1996,6.3,3,1,0,22,3,3,5,8,18,,,0,Matches,6ff91a3a
589,Emiliano Rigoni,ar ARG,FW,São Paulo,31,1993,3.3,1,1,0,8,3,7,15,2,1,,,0,Matches,a1216563
590,Tomás Rincón,ve VEN,MF,Santos,37,1988,10.2,4,1,0,24,7,0,7,11,13,,,0,Matches,f1cfc209
591,Richard Ríos,co COL,MF,Palmeiras,24,2000,8.1,4,0,0,23,23,1,25,7,8,,,0,Matches,72da065d
592,Riquelme,br BRA,MF,Sport Recife,18,2007,0.3,1,0,0,0,0,0,0,0,0,,,0,Matches,1c1828c3
593,Riquelme,br BRA,MF,Fluminense,17,2007,1.1,1,0,0,2,3,0,3,1,6,,,0,Matches,ce31d798
594,Christian Rivera,co COL,MF,Sport Recife,29,1996,30.3,9,0,0,75,31,3,2,31,51,,,0,Matches,7c094b1a
595,Pablo Roberto,br BRA,MF,Fortaleza,25,1999,1.3,0,1,0,6,0,0,1,0,4,,,0,Matches,880d2226
596,Paulo Roberto,br BRA,DF,Vitória,19,2005,1.1,0,0,0,7,0,0,5,1,3,,,0,Matches,a5898315
597,Marcos Rocha,br BRA,DF,Palmeiras,36,1988,1.0,0,0,0,2,1,0,6,2,0,,,0,Matches,fdd2f275
598,Marcos Rocha,br BRA,DF,Grêmio,36,1988,10.7,1,0,0,7,15,1,29,19,29,,,0,Matches,fdd2f275
599,Sergio Rochet,uy URU,GK,Internacional,31,1993,14.5,0,0,0,0,3,0,0,0,0,,,0,Matches,81b99b9e
600,Rodrigo,br BRA,MF,São Paulo,20,2004,8.0,5,0,0,16,4,3,24,3,11,,,0,Matches,1126f4e2
601,Alisson Rodrigues,br BRA,DF,Internacional,16,2008,0.3,0,1,0,2,0,0,0,0,1,,,0,Matches,8434bef6
602,Ruben Rodrigues,pt POR,FWMF,Vitória,28,1996,0.3,0,0,0,0,1,0,0,0,2,,,0,Matches,b4c136b7
603,Alan Rodríguez,uy URU,MF,Internacional,25,2000,10.5,2,0,0,12,12,1,11,10,21,,,0,Matches,fcd24b4b
604,Guzmán Rodríguez,uy URU,DF,RB Bragantino,24,2000,22.8,5,0,0,20,12,1,4,17,15,,,0,Matches,33f2fd18
605,Luciano Rodríguez,uy URU,FW,Bahia,21,2003,8.8,1,0,0,13,13,3,2,2,7,,,0,Matches,8ccc9220
606,Santiago Rodríguez,uy URU,MF,Botafogo–RJ,25,2000,14.8,6,0,0,22,41,2,55,11,19,,,0,Matches,86dff811
607,Rodriguinho,br BRA,MF,Cruzeiro,21,2003,0.2,0,0,0,2,0,0,1,0,0,,,0,Matches,4565dde3
608,Rodriguinho,br BRA,MF,Ceará,21,2003,0.4,0,1,0,3,1,0,4,0,0,,,0,Matches,4565dde3
609,Agustín Rogel,uy URU,DF,Internacional,27,1997,5.0,0,0,0,6,1,0,0,0,6,,,0,Matches,ea42c03f
610,Benjamín Rollheiser,ar ARG,MFFW,Santos,24,2000,24.6,7,0,0,34,36,3,93,4,16,,,0,Matches,e8c4a824
611,Iván Román,cl CHI,DF,Atlético Mineiro,18,2006,7.8,4,0,0,8,9,2,1,10,6,,,0,Matches,8ee6a7c1
612,Romarinho,br BRA,MF,Vitória,34,1990,1.4,0,0,0,0,4,0,2,0,0,,,0,Matches,d73461ea
613,Romarinho,br BRA,MFFW,Sport Recife,30,1994,10.1,0,0,0,2,28,2,24,5,3,,,0,Matches,1e7d2cc0
614,Ángel Romero,py PAR,FWMF,Corinthians,32,1992,11.9,4,1,0,12,24,6,26,7,13,,,0,Matches,36edfb9b
615,Lucas Romero,ar ARG,MF,Cruzeiro,30,1994,31.5,12,0,0,38,50,1,19,35,39,,,0,Matches,d89e48b8
616,Óscar Romero,py PAR,MF,Internacional,32,1992,5.6,3,0,0,9,18,0,29,5,8,,,0,Matches,4bc5f2b4
617,Romulo,br BRA,MF,Ceará,23,2001,1.5,0,0,0,6,2,1,9,0,2,,,0,Matches,58a061ba
618,Rômulo,br BRA,DF,Atlético Mineiro,21,2004,2.3,1,0,0,5,0,0,1,6,4,,,0,Matches,a5dedc6e
619,Ronald,br BRA,MF,Vitória,27,1997,20.8,7,0,0,39,23,3,41,12,32,,,0,Matches,cc119c66
620,Ronald,br BRA,DF,Grêmio,21,2003,2.6,0,0,0,1,2,0,0,1,5,,,0,Matches,5334ff3f
621,Ronaldo,br BRA,GK,Bahia,28,1996,27.2,1,0,0,1,7,0,0,0,0,,,1,Matches,711c08dc
622,Ronaldo,br BRA,MF,Internacional,28,1996,8.6,4,1,0,20,3,2,0,13,23,,,0,Matches,8a3b002a
623,Budiga Roni,br BRA,MF,Mirassol,25,1999,1.7,1,0,0,1,0,0,0,4,3,,,0,Matches,af433614
624,Rony,br BRA,FWMF,Atlético Mineiro,29,1995,27.8,4,1,0,52,57,20,58,21,18,,,0,Matches,bffd5e50
625,Vitor Roque,br BRA,FW,Palmeiras,19,2005,23.5,4,0,0,35,91,17,16,5,16,,,0,Matches,cb00f1e6
626,Diego Rosa,br BRA,MF,Internacional,22,2002,2.2,0,0,0,4,2,0,12,3,2,,,0,Matches,c66a2173
627,Matheus Rossetto,br BRA,MF,Fortaleza,28,1996,10.3,1,0,0,6,5,1,5,3,8,,,0,Matches,daf8c775
628,Agustín Rossi,ar ARG,GK,Flamengo,29,1995,37.0,3,0,0,0,10,0,0,0,0,,,0,Matches,ef223e5f
629,Ruan,br BRA,DF,Atlético Mineiro,25,1999,9.0,4,0,0,12,7,0,0,16,5,,,0,Matches,a378a02a
630,Ruan,br BRA,DF,São Paulo,25,1999,4.0,1,0,0,5,2,0,0,6,6,,,0,Matches,a378a02a
631,Rubens,br BRA,MFDF,Atlético Mineiro,23,2001,11.5,2,0,0,17,10,0,18,28,30,,,0,Matches,ae23d044
632,Alan Ruschel,br BRA,DF,Juventude,35,1989,13.7,6,0,0,18,28,3,37,14,11,,,0,Matches,09aeb402
633,Rwan,br BRA,FW,Botafogo–RJ,23,2001,2.0,0,0,0,1,2,1,2,1,2,,,0,Matches,568a75fd
634,José Sabino,br BRA,DF,São Paulo,28,1996,25.5,3,0,0,35,16,0,8,47,25,,,0,Matches,e1524457
635,Daniel Sales,br BRA,DF,Flamengo,18,2006,0.8,0,0,0,0,0,0,2,1,1,,,0,Matches,098f9d54
636,Rodrigo Sam,br BRA,DF,Juventude,29,1995,16.2,8,0,0,32,21,5,1,27,21,,,0,Matches,06c06e58
637,Mateo Sanabria,ar ARG,MF,Bahia,20,2004,6.3,3,1,1,9,21,3,24,0,4,,,0,Matches,85d69267
638,Alex Sandro,br BRA,DF,Flamengo,34,1991,17.2,4,0,0,45,16,1,29,19,7,,,0,Matches,0d82903c
639,Agustín Sant'Anna,uy URU,DF,RB Bragantino,27,1997,5.8,3,0,0,11,2,2,29,12,8,,,0,Matches,a680fc25
640,Alex Santana,br BRA,MF,Corinthians,29,1995,1.2,0,0,0,2,2,0,0,0,0,,,0,Matches,e75dc411
641,Alex Santana,br BRA,MF,Grêmio,29,1995,4.3,5,0,0,10,9,1,1,5,4,,,0,Matches,e75dc411
642,Ademir Santos,br BRA,FWMF,Bahia,29,1995,21.9,7,0,0,27,52,6,110,5,23,,,0,Matches,4b7d58c2
643,Danilo Santos,br BRA,MF,Botafogo–RJ,23,2001,9.2,2,0,0,6,5,2,3,9,9,,,0,Matches,a816dbfb
644,Eduardo Santos,br BRA,DF,RB Bragantino,27,1997,3.5,0,0,0,2,2,0,0,8,5,,,0,Matches,d226094c
645,Júnior Santos,br BRA,FW,Atlético Mineiro,30,1994,4.0,1,0,0,9,14,3,2,0,4,,,0,Matches,9109e933
646,Rodrigo Santos,br BRA,MF,Fortaleza,24,2000,2.5,2,0,0,9,3,0,0,1,6,,,0,Matches,657810ed
647,Renzo Saravia,ar ARG,DFMF,Atlético Mineiro,31,1993,11.8,2,0,0,22,13,1,11,7,23,,,0,Matches,cf316639
648,Eduardo Sasha,br BRA,FWMF,RB Bragantino,32,1992,25.0,8,1,0,12,39,4,9,6,7,,,0,Matches,b938b871
649,Lucas Sasha,br BRA,MF,Fortaleza,34,1990,29.0,4,0,0,54,25,0,16,61,76,,,0,Matches,2e2ec9cf
650,Jefferson Savarino,ve VEN,MF,Botafogo–RJ,28,1996,21.3,2,0,0,10,18,10,95,2,9,,,0,Matches,91721722
651,Kike Saverio,es ESP,MF,Vitória,25,1999,0.4,0,0,0,1,1,0,1,0,0,,,0,Matches,1af67930
652,Gustavo Scarpa,br BRA,MF,Atlético Mineiro,31,1994,25.6,3,0,0,20,43,3,173,15,10,,,0,Matches,2964fd20
653,João Scatolin,br BRA,MF,Juventude,16,2008,0.3,0,0,0,0,0,0,0,1,0,,,0,Matches,68818eca
654,João Schmidt,br BRA,MF,Santos,31,1993,23.9,7,0,0,45,13,0,3,33,27,,,0,Matches,3630db1a
655,Davi Schuindt,br BRA,DF,Fluminense,20,2004,2.0,0,0,0,1,2,0,0,2,1,,,0,Matches,394256c4
656,Cleiton Schwengber,br BRA,GK,RB Bragantino,27,1997,34.0,6,0,0,0,9,0,0,1,0,,,0,Matches,d24ae824
657,Paulo Sérgio,br BRA,FW,São Paulo,19,2005,0.3,0,0,0,0,0,0,0,0,1,,,0,Matches,a99d316c
658,Kevin Serna,co COL,MF,Fluminense,27,1997,23.2,3,0,0,24,30,5,65,16,29,,,0,Matches,f3cc4a6e
659,Igor Serrote,br BRA,DF,Grêmio,19,2005,5.7,2,0,0,7,10,0,7,14,17,,,0,Matches,9331bda6
660,Juan Sforza,ar ARG,MF,Juventude,22,2002,3.0,0,0,0,4,3,0,1,2,4,,,0,Matches,ff112582
661,Juan Sforza,ar ARG,MF,Vasco da Gama,22,2002,0.8,0,0,0,1,1,0,0,1,1,,,0,Matches,ff112582
662,Shaylon,br BRA,MF,Mirassol,27,1997,4.9,1,0,0,5,1,1,7,5,8,,,0,Matches,69c11ef0
663,Aderlan Silva,br BRA,DFMF,Sport Recife,34,1990,10.2,5,0,0,16,11,1,28,14,7,,,0,Matches,48371573
664,Aderlan Silva,br BRA,DF,Santos,34,1990,1.0,0,0,0,1,2,1,1,1,0,,,0,Matches,48371573
665,André Silva,br BRA,FW,São Paulo,27,1997,15.1,5,0,0,22,22,7,11,10,5,,,0,Matches,dde93e2c
666,Gustavo Silva,br BRA,MFFW,Vitória,27,1997,5.3,0,0,0,9,4,3,21,3,1,,,0,Matches,c9ed46c4
667,João Silva,pt POR,DF,Sport Recife,26,1999,11.0,1,0,0,11,3,0,2,8,7,,,0,Matches,3990d93a
668,Luan Silva,br BRA,MF,São Paulo,25,1999,1.9,0,0,0,6,3,0,0,3,2,,,0,Matches,12a226cf
669,Lucas Silva,br BRA,MF,Cruzeiro,31,1993,30.6,8,0,0,56,24,0,3,14,27,,,0,Matches,1c646218
670,Matheus Pereira da Silva,br BRA,MF,Fortaleza,26,1998,14.3,4,1,0,21,9,0,37,19,7,,,0,Matches,bef22bc4
671,Patrick Silva,br BRA,MF,Atlético Mineiro,20,2004,2.5,0,0,0,3,3,0,1,6,2,,,0,Matches,d6667807
672,Thiago Silva,br BRA,DF,Fluminense,40,1984,24.0,1,0,0,11,9,0,4,20,5,,,0,Matches,86e7deaf
673,Vinicius Silvestre,br BRA,GK,Fortaleza,30,1994,2.0,0,0,0,0,1,0,0,0,0,,,0,Matches,1944518a
674,Luis Sinisterra,co COL,MF,Cruzeiro,25,1999,3.6,0,0,0,5,8,0,1,3,3,,,0,Matches,8e16dd48
675,Cédric Soares,pt POR,MFDF,São Paulo,33,1991,21.0,2,0,0,16,9,0,107,12,21,,,0,Matches,839c14e1
676,Everton Soares,br BRA,MF,Flamengo,28,1996,9.7,0,0,0,13,6,3,24,4,9,,,0,Matches,b1cbc666
677,Tiquinho Soares,br BRA,FW,Santos,34,1991,13.9,3,0,0,29,38,5,2,2,9,,,0,Matches,4d982baf
678,Fernando Sobral,br BRA,MF,Ceará,30,1994,16.7,8,0,0,38,17,2,32,15,34,,,0,Matches,c012aacd
679,Ramón Sosa,py PAR,MFFW,Palmeiras,25,1999,9.7,0,0,0,10,14,3,52,1,3,,,0,Matches,2d3417a1
680,Yeferson Soteldo,ve VEN,MF,Santos,27,1997,3.6,1,0,0,2,6,1,27,2,1,,,0,Matches,bbb6c951
681,Yeferson Soteldo,ve VEN,MF,Fluminense,27,1997,5.5,0,0,0,2,17,0,49,1,5,,,0,Matches,bbb6c951
682,Souza,br BRA,DF,Santos,18,2006,18.2,4,0,0,22,20,1,77,21,30,,,0,Matches,10b0c6f4
683,Fabiano Souza,br BRA,DF,Ceará,24,2000,32.3,8,0,0,45,42,0,63,28,32,,,0,Matches,f5e7fdf9
684,Gabriel Souza,br BRA,MF,Vasco da Gama,20,2005,1.5,0,0,0,2,1,0,1,3,4,,,0,Matches,56a85c3b
685,Hugo Souza,br BRA,GK,Corinthians,26,1999,26.0,3,0,0,0,2,0,0,0,0,,,0,Matches,c02e5af1
686,Igor Vinícius de Souza,br BRA,MFDF,São Paulo,27,1997,1.8,1,0,0,2,2,0,11,1,1,,,0,Matches,ec95088d
687,Igor Vinícius de Souza,br BRA,DF,Santos,27,1997,14.5,4,0,0,26,19,0,50,15,29,,,0,Matches,ec95088d
688,Raul Steffens,br BRA,GK,Botafogo–RJ,27,1997,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches,32e3faa6
689,Everaldo Stum,br BRA,FW,Fluminense,33,1991,15.0,2,0,0,31,26,3,7,0,4,,,0,Matches,0ac3d7d8
690,Bruno Tabata,br BRA,MFFW,Internacional,27,1997,11.9,4,1,0,21,21,2,72,8,14,,,0,Matches,33fdf90d
691,Gabriel Taliari,br BRA,FWMF,Juventude,27,1997,25.5,7,0,0,57,68,8,15,9,19,,,0,Matches,75a16442
692,Gonzalo Tapia,cl CHI,FW,São Paulo,22,2002,12.4,4,0,0,25,41,5,25,4,6,,,0,Matches,cdbd6b8a
693,Tchê Tchê,br BRA,MF,Vasco da Gama,32,1992,22.2,3,0,0,26,41,1,11,12,10,,,0,Matches,5f2caf8f
694,Alex Teixeira,br BRA,FWMF,Vasco da Gama,35,1990,1.3,1,0,0,2,1,0,0,0,1,,,0,Matches,ae530c73
695,Alex Telles,br BRA,DF,Botafogo–RJ,32,1992,18.8,3,0,0,21,10,1,128,19,14,,,0,Matches,e73c9bb2
696,Douglas Telles,br BRA,MF,Flamengo,17,2007,0.9,0,0,0,0,1,0,1,1,0,,,0,Matches,2303801d
697,Thaciano,br BRA,MFFW,Santos,29,1995,6.8,2,0,0,5,9,9,4,3,8,,,0,Matches,139113e4
698,Thalys,br BRA,FW,Palmeiras,19,2005,1.0,0,0,0,0,1,0,0,1,1,,,0,Matches,b6b3abf3
699,Thiago,br BRA,GK,Vitória,25,1999,8.7,0,0,0,1,1,0,0,0,0,,,0,Matches,602d20ae
700,Rafael Thyere,br BRA,DF,Sport Recife,31,1993,23.4,2,0,0,14,9,0,3,26,19,,,0,Matches,e2a29d9d
701,Tiago,br BRA,FW,Bahia,19,2005,10.0,2,0,0,18,28,3,11,0,10,,,0,Matches,77ee5b27
702,Guilherme Tinga,br BRA,DF,Fortaleza,31,1993,8.4,1,0,0,6,4,0,20,12,5,,,0,Matches,a8331ab0
703,Titi,br BRA,DF,Fortaleza,36,1988,3.0,2,1,1,4,1,0,0,10,1,,,0,Matches,ea41ddf7
704,Kauan Toledo,br BRA,FW,Botafogo–RJ,18,2006,0.1,1,0,0,1,2,0,2,0,0,,,0,Matches,2cc7bb98
705,Rafael Tolói,it ITA,DF,São Paulo,34,1990,5.5,0,0,0,2,2,0,1,11,7,,,0,Matches,c56dc39e
706,Félix Torres Caicedo,ec ECU,DF,Corinthians,28,1997,7.2,1,0,0,14,3,0,2,14,9,,,0,Matches,c0a8860f
707,Facundo Torres,uy URU,MFFW,Palmeiras,24,2000,18.5,3,0,0,16,39,1,49,6,12,,,0,Matches,4de3b2c0
708,Bruno Tubarão,br BRA,DFMF,Ceará,29,1995,1.1,0,0,0,1,0,1,12,0,2,,,0,Matches,5411ef4f
709,Enner Valencia,ec ECU,FW,Internacional,35,1989,7.0,3,0,0,17,14,3,3,1,5,,,0,Matches,fb485406
710,Vanderlan,br BRA,DFMF,Palmeiras,22,2002,2.2,0,0,0,5,3,0,6,4,3,,,0,Matches,bd8432ff
711,Vanderlan,br BRA,DF,RB Bragantino,22,2002,11.7,4,0,0,21,9,1,56,5,15,,,0,Matches,bd8432ff
712,Guillermo Varela,uy URU,DF,Flamengo,31,1993,14.7,1,0,0,9,12,2,31,10,15,,,0,Matches,5c961282
713,Pablo Vegetti,ar ARG,FW,Vasco da Gama,36,1988,25.9,3,0,0,31,45,9,2,7,10,,,1,Matches,06cc28cd
714,Raphael Veiga,br BRA,MF,Palmeiras,29,1995,11.9,3,0,0,26,30,0,64,5,5,,,0,Matches,6e5a3bc7
715,Fausto Vera,ar ARG,MF,Atlético Mineiro,24,2000,12.5,3,0,0,23,5,0,3,12,18,,,0,Matches,8b3b381b
716,Gabriel Veron,br BRA,MF,Santos,22,2002,1.4,0,0,0,1,3,2,1,0,6,,,0,Matches,6bc49da7
717,Gabriel Veron,br BRA,FWMF,Juventude,22,2002,7.1,0,0,0,9,7,0,5,3,4,,,0,Matches,6bc49da7
718,João Victor,br BRA,DF,Vasco da Gama,26,1998,15.9,3,0,0,11,11,0,4,10,25,,,1,Matches,d60cf08d
719,João Victor,br BRA,DF,Mirassol,27,1997,34.0,8,1,0,28,22,2,0,33,19,,,0,Matches,d6d0c8bb
720,João Victor,br BRA,FW,Ceará,20,2004,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,e78d763e
721,João Victor,br BRA,DF,Flamengo,18,2007,2.2,1,0,0,3,1,0,0,2,1,,,0,Matches,0eaa0f26
722,Marcos Victor,br BRA,DF,Ceará,23,2001,14.9,0,0,0,7,7,1,4,11,16,,,0,Matches,d714fc5a
723,Lucas Vieira,br BRA,MF,Flamengo,17,2007,0.2,0,0,0,0,0,0,0,1,1,,,0,Matches,534f5cca
724,Viery,br BRA,DF,Grêmio,20,2005,0.6,0,0,0,1,0,0,0,0,1,,,0,Matches,73bec74e
725,Lucas Villalba,ar ARG,DF,Cruzeiro,30,1994,31.8,10,0,0,28,22,1,19,47,20,,,0,Matches,2dc5144f
726,Mathías Villasanti,py PAR,MF,Grêmio,28,1997,12.8,5,0,0,27,13,0,3,25,31,,,0,Matches,05b642f7
727,Matías Viña,uy URU,DF,Flamengo,27,1997,3.1,1,0,0,5,3,0,7,3,6,,,0,Matches,08eb3b58
728,Vinícius,br BRA,MF,Ceará,33,1991,6.3,2,1,0,8,8,0,32,0,2,,,0,Matches,ee01c84d
729,Alix Vinicius,br BRA,DF,RB Bragantino,25,1999,9.6,4,0,0,16,7,0,2,10,5,,,0,Matches,2083298b
730,Carlos Vinícius,br BRA,FW,Grêmio,29,1995,10.5,3,1,0,21,26,9,4,0,3,,,0,Matches,8b529245
731,Vitão,br BRA,DF,Internacional,24,2000,30.2,5,0,0,22,1,0,2,21,20,,,1,Matches,d4f034db
732,Vitinho,br BRA,FW,Corinthians,31,1993,5.3,0,0,0,6,11,1,28,2,8,,,0,Matches,a9e68c94
733,Vitinho,br BRA,DF,Botafogo–RJ,25,1999,31.5,3,0,0,29,18,4,120,25,39,,,0,Matches,9295dc1c
734,Vitinho,br BRA,MFFW,Internacional,25,1999,18.7,4,0,0,42,35,5,33,16,20,,,0,Matches,06d4b2e4
735,Zé Vitor,br BRA,MF,Mirassol,24,2000,0.3,1,0,0,2,0,0,0,0,0,,,0,Matches,11283939
736,Tiago Volpi,br BRA,GK,Grêmio,34,1990,32.0,2,0,0,1,10,0,0,0,0,,,0,Matches,fba79ac8
737,Wagner,br BRA,DF,Grêmio,25,1999,26.3,3,0,0,21,6,1,0,37,16,,,0,Matches,25b28b59
738,Walace,br BRA,MF,Cruzeiro,29,1995,4.3,4,0,0,10,3,0,3,6,4,,,0,Matches,26db8853
739,Wallace,br BRA,FW,Flamengo,19,2005,4.9,5,1,1,10,22,5,9,3,4,,,0,Matches,b83bc030
740,Walter,br BRA,GK,Mirassol,37,1987,31.0,5,0,0,0,5,0,0,0,0,,,0,Matches,8bae322b
741,Wanderson,br BRA,MF,Cruzeiro,30,1994,19.9,2,0,0,25,15,6,65,6,8,,,0,Matches,5da33b33
742,Deivid Washington,br BRA,FW,Santos,19,2005,6.2,0,0,0,7,14,2,2,3,2,,,0,Matches,95bd120d
743,José Welison,br BRA,MF,Fortaleza,29,1995,4.9,3,0,0,7,5,0,8,5,9,,,0,Matches,b6cb4d16
744,João Wellington,br BRA,MF,Cruzeiro,21,2004,1.5,0,0,0,6,1,1,4,3,1,,,0,Matches,62e02b9b
745,Wendell,br BRA,MF,Vitória,19,2005,0.7,0,0,0,0,2,0,0,1,1,,,0,Matches,ad5524cf
746,Wendell,br BRA,MFDF,São Paulo,31,1993,9.3,0,0,0,13,16,1,33,10,13,,,0,Matches,f9acca3a
747,Wesley,br BRA,DF,Flamengo,21,2003,10.9,4,0,0,16,22,1,49,9,20,,,0,Matches,f2c49c79
748,Wesley,br BRA,MFFW,Internacional,25,1999,13.7,2,0,0,20,35,6,33,6,20,,,0,Matches,434de3a3
749,Weverson,br BRA,DF,Fortaleza,24,2000,2.4,0,0,0,6,2,0,6,1,2,,,0,Matches,b9829bf7
750,Wéverton,br BRA,GK,Palmeiras,37,1987,26.0,2,0,0,0,10,0,0,0,1,,,0,Matches,81be82e9
751,William,br BRA,DF,Cruzeiro,29,1995,25.3,4,1,1,40,18,4,165,43,49,,,0,Matches,d4d0a9ad
752,Willian,br BRA,MF,Vitória,31,1993,15.7,8,0,0,35,14,0,2,21,12,,,0,Matches,96f82d0a
753,Willian,br BRA,MF,Grêmio,36,1988,3.4,0,0,0,2,8,0,19,1,1,,,0,Matches,8b9ebd03
754,Estêvão Willian,br BRA,MFFW,Palmeiras,17,2007,9.2,3,0,0,13,22,7,63,2,1,,,0,Matches,2eda11b1
755,Mateus Xavier,br BRA,MF,Santos,17,2007,0.4,0,0,0,0,0,0,1,0,1,,,0,Matches,55cc2965
756,Samuel Xavier,br BRA,DF,Fluminense,34,1990,26.5,5,0,0,32,34,0,53,15,30,,,0,Matches,0c870df5
757,Yago,br BRA,FW,Internacional,17,2007,0.8,0,0,0,1,0,0,5,0,1,,,0,Matches,2406d8a9
758,Yago,br BRA,MF,Mirassol,29,1995,7.0,3,0,0,15,25,0,5,7,7,,,0,Matches,e2add0e7
759,Young,br BRA,GK,São Paulo,22,2002,3.0,0,0,0,0,0,0,0,0,0,,,0,Matches,be817fc6
760,Vinícius Zanocelo,br BRA,MF,Ceará,24,2001,12.1,2,0,0,24,6,0,7,14,15,,,0,Matches,27457e83
761,Lukas Zuccarello,br BRA,MF,Vasco da Gama,18,2006,0.3,0,0,0,1,0,0,1,0,1,,,0,Matches,ad792e99
